,game_id,posteam,passer_player_name,team_rush_epa,total_rush_yds,air_yards,yards_after_catch,yards_gained,sack_yards,touchdown,complete_pass,interception,pass_attempt,sack,qb_dropback,qb_epa,home_team,away_team,year,short_pass,win,any_a,passer_rating,percent_pass_yds_from_yac,sacks_per_dropback,percent_short_pass
3698,2006_01_IND_NYG,IND,P.Manning,-0.14619356815480475,55.0,427.0,44.0,272.0,-4.0,1.0,25.0,1.0,42.0,1.0,42.0,0.3340529586518691,NYG,IND,2006,30,False,9.44186046511628,92.06349206349206,0.16176470588235295,0.023809523809523808,0.7142857142857143
3699,2006_01_IND_NYG,NYG,E.Manning,0.12198246935440717,186.0,350.0,71.0,247.0,0.0,2.0,20.0,1.0,34.0,0.0,34.0,0.269877950314559,NYG,IND,2006,25,False,10.147058823529411,101.34803921568627,0.2874493927125506,0.0,0.7352941176470589
3700,2006_01_MIA_PIT,MIA,D.Culpepper,-0.12588265596423304,38.0,378.0,154.0,240.0,-22.0,1.0,18.0,2.0,40.0,3.0,40.0,-0.22402005018390003,PIT,MIA,2006,25,True,7.674418604651163,66.45833333333333,0.6416666666666667,0.075,0.625
3701,2006_01_MIA_PIT,PIT,C.Batch,-0.23383268344365868,143.0,233.0,104.0,196.0,-13.0,3.0,15.0,0.0,28.0,3.0,28.0,0.3875170142356567,PIT,MIA,2006,19,True,9.870967741935484,117.11309523809523,0.5306122448979592,0.10714285714285714,0.6785714285714286
3702,2006_01_MIN_WAS,MIN,B.Johnson,-0.13502737452139846,86.0,392.0,81.0,223.0,0.0,1.0,16.0,0.0,31.0,1.0,31.0,0.3978724202631431,WAS,MIN,2006,19,False,12.875,108.53494623655912,0.3632286995515695,0.03225806451612903,0.6129032258064516
3703,2006_01_MIN_WAS,WAS,M.Brunell,-0.1027254781906964,103.0,174.0,63.0,163.0,0.0,0.0,17.0,0.0,28.0,0.0,28.0,0.01084652299386103,WAS,MIN,2006,24,False,6.214285714285714,78.57142857142857,0.38650306748466257,0.0,0.8571428571428571
3704,2006_01_NO_CLE,CLE,C.Frye,-0.2393485856816615,85.0,240.0,71.0,101.0,-31.0,1.0,16.0,2.0,32.0,5.0,32.0,-0.33284466892109793,CLE,NO,2006,22,False,5.4324324324324325,59.375,0.7029702970297029,0.15625,0.6875
3705,2006_01_NO_CLE,NO,D.Brees,-0.17766909286343255,150.0,225.0,80.0,176.0,0.0,1.0,17.0,1.0,31.0,0.0,31.0,0.11928215090315936,CLE,NO,2006,23,False,6.451612903225806,75.33602150537634,0.45454545454545453,0.0,0.7419354838709677
3706,2006_01_NYJ_TEN,NYJ,C.Pennington,-0.143344692361108,91.0,310.0,67.0,302.0,-17.0,2.0,24.0,0.0,35.0,2.0,35.0,0.4793290714071635,TEN,NYJ,2006,27,False,9.91891891891892,115.17857142857144,0.22185430463576158,0.05714285714285714,0.7714285714285715
3707,2006_01_NYJ_TEN,TEN,K.Collins,0.06304609286991085,86.0,291.0,82.0,217.0,-8.0,0.0,17.0,2.0,41.0,2.0,41.0,-0.2874441936192576,TEN,NYJ,2006,25,False,4.8604651162790695,45.88414634146341,0.3778801843317972,0.04878048780487805,0.6097560975609756
3708,2006_01_PHI_HOU,HOU,D.Carr,-0.042548113691737395,70.0,141.0,99.0,171.0,-37.0,1.0,18.0,0.0,32.0,5.0,32.0,-0.14661639186594053,HOU,PHI,2006,19,False,5.351351351351352,77.734375,0.5789473684210527,0.15625,0.59375
3709,2006_01_PHI_HOU,PHI,D.McNabb,-0.05111602786734416,130.0,316.0,148.0,311.0,-3.0,3.0,24.0,1.0,36.0,1.0,36.0,0.4427836255823096,HOU,PHI,2006,22,False,9.027027027027026,110.41666666666667,0.4758842443729904,0.027777777777777776,0.6111111111111112
3710,2006_01_SD_OAK,LAC,P.Rivers,-0.034448612231335766,194.0,84.0,33.0,108.0,0.0,1.0,8.0,0.0,11.0,0.0,11.0,0.7407045357289141,LV,LAC,2006,8,False,9.454545454545455,124.81060606060608,0.3055555555555556,0.0,0.7272727272727273
3711,2006_01_SD_OAK,LV,A.Brooks,-0.3390641507052353,87.0,144.0,28.0,25.0,-43.0,0.0,6.0,0.0,21.0,7.0,21.0,-0.6868407100610917,LV,LAC,2006,12,False,6.678571428571429,54.46428571428571,1.12,0.3333333333333333,0.5714285714285714
3712,2006_01_SEA_DET,DET,J.Kitna,-0.440172629489098,38.0,291.0,98.0,213.0,-16.0,0.0,21.0,0.0,40.0,3.0,40.0,-0.11145148185903689,DET,SEA,2006,28,False,7.1395348837209305,76.14583333333334,0.460093896713615,0.075,0.7
3713,2006_01_SEA_DET,SEA,M.Hasselbeck,-0.39163520684019104,91.0,208.0,111.0,173.0,-37.0,0.0,25.0,0.0,35.0,5.0,34.0,0.03615086323622504,DET,SEA,2006,24,False,6.125,86.3690476190476,0.6416184971098265,0.14705882352941177,0.6857142857142857
3714,2006_01_SF_ARI,ARI,K.Warner,-0.08827947353778266,84.0,237.0,155.0,283.0,-18.0,3.0,23.0,0.0,40.0,3.0,40.0,0.22608776145453358,ARI,SF,2006,31,True,7.325581395348837,99.68749999999999,0.5477031802120141,0.075,0.775
3715,2006_01_SF_ARI,SF,A.Smith,-0.13931326705561503,107.0,268.0,177.0,286.0,-2.0,1.0,23.0,0.0,41.0,1.0,39.0,0.16367486667337375,ARI,SF,2006,29,True,6.904761904761905,84.19715447154474,0.6188811188811189,0.02564102564102564,0.7073170731707317
3716,2006_02_ARI_SEA,ARI,K.Warner,-0.13342022381143864,65.0,283.0,86.0,191.0,-40.0,1.0,24.0,1.0,43.0,5.0,43.0,-0.006483272363784731,SEA,ARI,2006,32,True,6.208333333333333,74.07945736434108,0.450261780104712,0.11627906976744186,0.7441860465116279
3717,2006_02_ARI_SEA,SEA,M.Hasselbeck,-0.02450594441163273,146.0,343.0,86.0,195.0,-26.0,1.0,12.0,2.0,30.0,3.0,30.0,0.039133428259505124,SEA,ARI,2006,19,True,9.06060606060606,66.38888888888889,0.441025641025641,0.1,0.6333333333333333
3718,2006_02_BUF_MIA,BUF,J.Losman,-0.12628291943005793,105.0,115.0,63.0,66.0,-17.0,1.0,11.0,0.0,20.0,2.0,20.0,-0.1075726268962424,MIA,BUF,2006,15,False,6.909090909090909,88.54166666666666,0.9545454545454546,0.1,0.75
3719,2006_02_BUF_MIA,MIA,D.Culpepper,-0.011803178227273892,92.0,286.0,105.0,190.0,-60.0,1.0,23.0,1.0,40.0,7.0,40.0,-0.18891368421737328,MIA,BUF,2006,26,False,6.829787234042553,77.70833333333333,0.5526315789473685,0.175,0.65
3720,2006_02_CAR_MIN,CAR,J.Delhomme,-0.06795657149309088,107.0,183.0,105.0,164.0,-17.0,0.0,17.0,0.0,35.0,2.0,35.0,-0.23387311605398528,MIN,CAR,2006,21,True,5.405405405405405,64.3452380952381,0.6402439024390244,0.05714285714285714,0.6
3721,2006_02_CAR_MIN,MIN,B.Johnson,-0.11471548755023664,140.0,270.0,111.0,209.0,-34.0,0.0,19.0,1.0,36.0,5.0,36.0,-0.2784364012647374,MIN,CAR,2006,16,True,6.317073170731708,65.74074074074075,0.5311004784688995,0.1388888888888889,0.4444444444444444
3722,2006_02_CLE_CIN,CIN,C.Palmer,0.12308539367668286,160.0,462.0,108.0,321.0,-31.0,2.0,24.0,2.0,44.0,4.0,44.0,0.11577000031065442,CIN,CLE,2006,27,True,9.229166666666666,87.5,0.3364485981308411,0.09090909090909091,0.6136363636363636
3723,2006_02_CLE_CIN,CLE,C.Frye,-0.3585420689894822,57.0,200.0,117.0,244.0,0.0,0.0,20.0,2.0,33.0,0.0,33.0,-0.1007789112135119,CIN,CLE,2006,31,True,3.3333333333333335,52.58838383838385,0.47950819672131145,0.0,0.9393939393939394
3724,2006_02_DET_CHI,CHI,R.Grossman,-0.323471686376519,89.0,317.0,69.0,289.0,0.0,4.0,20.0,0.0,27.0,0.0,27.0,0.8713263716137719,CHI,DET,2006,15,True,14.703703703703704,162.11419753086417,0.23875432525951557,0.0,0.5555555555555556
3725,2006_02_DET_CHI,DET,J.Kitna,-0.44167670561832245,46.0,192.0,79.0,199.0,-31.0,0.0,23.0,0.0,36.0,6.0,36.0,-0.0037988085934927023,CHI,DET,2006,21,True,5.309523809523809,77.54629629629629,0.3969849246231156,0.16666666666666666,0.5833333333333334
3726,2006_02_HOU_IND,HOU,D.Carr,-0.4192938067504624,108.0,135.0,105.0,191.0,-28.0,3.0,22.0,0.0,30.0,4.0,30.0,0.3737308332386115,IND,HOU,2006,24,True,6.5588235294117645,115.27777777777777,0.5497382198952879,0.13333333333333333,0.8
3727,2006_02_HOU_IND,IND,P.Manning,-0.14939841921607538,125.0,413.0,137.0,390.0,-10.0,3.0,26.0,0.0,40.0,2.0,39.0,0.6679896094171183,IND,HOU,2006,26,True,11.5,124.27083333333333,0.35128205128205126,0.05128205128205128,0.65
3728,2006_02_KC_DEN,DEN,J.Plummer,-0.034628845688045556,145.0,213.0,70.0,173.0,0.0,0.0,16.0,1.0,30.0,0.0,30.0,-0.09925430931995725,DEN,KC,2006,21,True,5.6,62.222222222222214,0.4046242774566474,0.0,0.7
3729,2006_02_KC_DEN,KC,D.Huard,-0.15482239437851075,145.0,131.0,57.0,131.0,-2.0,0.0,17.0,0.0,24.0,1.0,24.0,-0.06036330893335216,DEN,KC,2006,19,True,5.32,83.85416666666666,0.4351145038167939,0.041666666666666664,0.7916666666666666
3730,2006_02_NE_NYJ,NE,T.Brady,0.027282961726320297,147.0,351.0,86.0,211.0,-9.0,1.0,15.0,1.0,30.0,1.0,30.0,0.28670628709786583,NYJ,NE,2006,19,False,10.806451612903226,89.72222222222221,0.4075829383886256,0.03333333333333333,0.6333333333333333
3731,2006_02_NE_NYJ,NYJ,C.Pennington,-0.4706611725462915,51.0,256.0,173.0,286.0,-20.0,2.0,22.0,1.0,41.0,4.0,39.0,0.3115813444049126,NYJ,NE,2006,25,False,6.022222222222222,78.91260162601625,0.6048951048951049,0.10256410256410256,0.6097560975609756
3732,2006_02_NO_GB,GB,B.Favre,-0.4349874291307062,63.0,453.0,152.0,322.0,-18.0,3.0,31.0,1.0,57.0,2.0,57.0,0.1062011132839918,GB,NO,2006,44,False,8.23728813559322,90.75292397660819,0.4720496894409938,0.03508771929824561,0.7719298245614035
3733,2006_02_NO_GB,NO,D.Brees,-0.10193169338692133,48.0,260.0,177.0,332.0,-21.0,2.0,26.0,1.0,45.0,4.0,45.0,0.17486170696518424,GB,NO,2006,35,False,5.63265306122449,79.8611111111111,0.5331325301204819,0.08888888888888889,0.7777777777777778
3734,2006_02_NYG_PHI,NYG,E.Manning,-0.143301444907243,86.0,279.0,108.0,318.0,-53.0,4.0,31.0,1.0,51.0,8.0,50.0,0.2574374071689162,PHI,NYG,2006,35,False,6.220338983050848,93.50490196078431,0.33962264150943394,0.16,0.6862745098039216
3735,2006_02_NYG_PHI,PHI,D.McNabb,-0.23211077851592568,107.0,331.0,167.0,344.0,-6.0,2.0,27.0,0.0,46.0,1.0,46.0,0.24040095244033455,PHI,NYG,2006,39,False,8.02127659574468,95.47101449275362,0.48546511627906974,0.021739130434782608,0.8478260869565217
3736,2006_02_OAK_BAL,BAL,S.McNair,-0.06291412667093423,138.0,238.0,83.0,126.0,-17.0,1.0,16.0,1.0,35.0,2.0,35.0,-0.4112633541436136,BAL,LV,2006,26,True,6.216216216216216,66.13095238095238,0.6587301587301587,0.05714285714285714,0.7428571428571429
3737,2006_02_OAK_BAL,LV,A.Walter,-0.739028538436217,39.0,375.0,18.0,123.0,-39.0,0.0,10.0,3.0,33.0,6.0,33.0,-0.7316326364599354,BAL,LV,2006,15,True,7.153846153846154,36.80555555555555,0.14634146341463414,0.18181818181818182,0.45454545454545453
3738,2006_02_PIT_JAX,JAX,B.Leftwich,-0.40792905624548426,110.0,293.0,151.0,252.0,-8.0,0.0,26.0,1.0,40.0,1.0,40.0,0.09409612163465406,JAX,PIT,2006,32,True,6.2439024390243905,76.35416666666669,0.5992063492063492,0.025,0.8
3739,2006_02_PIT_JAX,PIT,B.Roethlisberger,-0.39156828209524974,26.0,308.0,44.0,127.0,-14.0,0.0,17.0,2.0,34.0,2.0,34.0,-0.5637146471785586,JAX,PIT,2006,26,True,6.444444444444445,56.98529411764706,0.3464566929133858,0.058823529411764705,0.7647058823529411
3740,2006_02_STL_SF,LA,M.Bulger,-0.04486178520684382,118.0,458.0,49.0,147.0,-38.0,1.0,19.0,0.0,40.0,6.0,40.0,-0.07676241898232025,SF,LA,2006,19,True,11.217391304347826,97.70833333333333,0.3333333333333333,0.15,0.475
3741,2006_02_STL_SF,SF,A.Smith,-0.24923453677734914,127.0,232.0,118.0,233.0,0.0,1.0,11.0,0.0,22.0,0.0,22.0,0.425203428066266,SF,LA,2006,12,True,11.454545454545455,102.84090909090908,0.5064377682403434,0.0,0.5454545454545454
3742,2006_02_TB_ATL,ATL,M.Vick,0.1911996191758149,306.0,168.0,22.0,76.0,-16.0,1.0,10.0,1.0,18.0,3.0,18.0,-0.11020649304407065,ATL,TB,2006,10,True,7.571428571428571,82.6388888888889,0.2894736842105263,0.16666666666666666,0.5555555555555556
3743,2006_02_TB_ATL,TB,C.Simms,-0.20116499970754387,40.0,385.0,94.0,311.0,-2.0,0.0,28.0,3.0,54.0,1.0,53.0,-0.22501940564933468,ATL,TB,2006,40,True,4.581818181818182,51.85185185185185,0.3022508038585209,0.018867924528301886,0.7407407407407407
3744,2006_02_TEN_SD,LAC,P.Rivers,0.25468150480820223,241.0,319.0,87.0,235.0,0.0,1.0,25.0,0.0,35.0,0.0,35.0,0.28759966378107077,LAC,TEN,2006,24,True,9.685714285714285,109.10714285714288,0.3702127659574468,0.0,0.6857142857142857
3745,2006_02_TEN_SD,TEN,K.Collins,-0.15799608768889192,55.0,175.0,1.0,57.0,0.0,0.0,6.0,2.0,19.0,0.0,19.0,-0.6615617012016864,LAC,TEN,2006,13,True,4.473684210526316,22.916666666666664,0.017543859649122806,0.0,0.6842105263157895
3746,2006_02_WAS_DAL,DAL,D.Bledsoe,-0.2035765868384128,138.0,220.0,90.0,229.0,-8.0,2.0,19.0,0.0,39.0,1.0,39.0,0.14930317424875908,DAL,WAS,2006,35,True,6.7,83.27991452991454,0.3930131004366812,0.02564102564102564,0.8974358974358975
3747,2006_02_WAS_DAL,WAS,M.Brunell,-0.1928657585929612,93.0,172.0,105.0,152.0,-45.0,0.0,18.0,1.0,39.0,6.0,38.0,-0.28479503630962355,DAL,WAS,2006,24,True,3.8222222222222224,48.237179487179496,0.6907894736842105,0.15789473684210525,0.6153846153846154
3748,2006_03_ATL_NO,ATL,M.Vick,-0.12980498913068167,117.0,418.0,35.0,112.0,-25.0,0.0,12.0,0.0,36.0,5.0,36.0,-0.33756292319849296,NO,ATL,2006,23,True,10.804878048780488,78.24074074074075,0.3125,0.1388888888888889,0.6388888888888888
3749,2006_03_ATL_NO,NO,D.Brees,-0.12515575447765007,146.0,144.0,114.0,180.0,-11.0,0.0,20.0,0.0,29.0,1.0,29.0,0.13958158909510282,NO,ATL,2006,22,True,5.166666666666667,80.24425287356323,0.6333333333333333,0.034482758620689655,0.7586206896551724
3750,2006_03_BAL_CLE,BAL,S.McNair,-0.27864214239417817,86.0,331.0,65.0,254.0,-10.0,1.0,23.0,0.0,44.0,2.0,44.0,0.11941980219126326,CLE,BAL,2006,32,False,7.8478260869565215,84.56439393939394,0.2559055118110236,0.045454545454545456,0.7272727272727273
3751,2006_03_BAL_CLE,CLE,C.Frye,-0.22554658199537966,38.0,234.0,117.0,250.0,-48.0,1.0,21.0,1.0,40.0,7.0,40.0,-0.08067011277162281,CLE,BAL,2006,27,False,5.468085106382978,68.125,0.468,0.175,0.675
3752,2006_03_CAR_TB,CAR,J.Delhomme,-0.07923174332178327,101.0,273.0,113.0,249.0,-23.0,1.0,22.0,0.0,39.0,3.0,39.0,0.04956895298099881,TB,CAR,2006,25,False,7.523809523809524,86.80555555555554,0.4538152610441767,0.07692307692307693,0.6410256410256411
3753,2006_03_CAR_TB,TB,C.Simms,-0.050340733108397435,64.0,187.0,69.0,129.0,-10.0,1.0,13.0,1.0,25.0,1.0,25.0,-0.16625891619827635,TB,CAR,2006,19,False,6.615384615384615,73.25,0.5348837209302325,0.04,0.76
3754,2006_03_CHI_MIN,CHI,R.Grossman,-0.1855572043956877,51.0,339.0,58.0,274.0,-4.0,2.0,23.0,2.0,42.0,1.0,42.0,-0.11608896176164689,MIN,CHI,2006,23,False,6.813953488372093,77.38095238095238,0.2116788321167883,0.023809523809523808,0.5476190476190477
3755,2006_03_CHI_MIN,MIN,B.Johnson,-0.1645545357071871,97.0,203.0,107.0,189.0,-5.0,0.0,21.0,0.0,32.0,1.0,32.0,-0.13411781665126524,MIN,CHI,2006,19,False,6.303030303030303,83.203125,0.5661375661375662,0.03125,0.59375
3756,2006_03_CIN_PIT,CIN,C.Palmer,-0.0328182470682079,87.0,216.0,53.0,159.0,-34.0,4.0,18.0,2.0,32.0,6.0,30.0,-0.05651761066292234,PIT,CIN,2006,20,False,6.315789473684211,92.70833333333334,0.3333333333333333,0.2,0.625
3757,2006_03_CIN_PIT,PIT,B.Roethlisberger,0.06998619878064187,170.0,424.0,84.0,195.0,-13.0,0.0,18.0,3.0,42.0,3.0,40.0,-0.1930087468972093,PIT,CIN,2006,26,False,6.711111111111111,50.09920634920634,0.4307692307692308,0.075,0.6190476190476191
3758,2006_03_DEN_NE,DEN,J.Plummer,-0.028033607276430852,144.0,273.0,133.0,256.0,0.0,2.0,15.0,0.0,30.0,0.0,30.0,0.3586812161752907,NE,DEN,2006,23,False,10.433333333333334,103.8888888888889,0.51953125,0.0,0.7666666666666667
3759,2006_03_DEN_NE,NE,T.Brady,-0.3922742056505133,50.0,573.0,177.0,320.0,0.0,1.0,31.0,0.0,55.0,0.0,55.0,0.08610222730153592,NE,DEN,2006,42,False,10.781818181818181,98.52272727272728,0.553125,0.0,0.7636363636363637
3760,2006_03_GB_DET,DET,J.Kitna,-0.012822450541020824,100.0,428.0,177.0,319.0,-23.0,3.0,25.0,1.0,43.0,3.0,42.0,-0.03890117338153824,DET,GB,2006,29,False,10.130434782608695,105.57170542635659,0.554858934169279,0.07142857142857142,0.6744186046511628
3761,2006_03_GB_DET,GB,B.Favre,-0.3754307989794243,60.0,197.0,217.0,340.0,0.0,3.0,25.0,0.0,36.0,0.0,36.0,0.6318194766670332,DET,GB,2006,32,False,7.138888888888889,110.53240740740742,0.638235294117647,0.0,0.8888888888888888
3762,2006_03_JAX_IND,IND,P.Manning,-0.030055356136290245,63.0,421.0,20.0,209.0,-10.0,1.0,14.0,0.0,33.0,2.0,33.0,0.06354612574531594,IND,JAX,2006,17,True,12.885714285714286,100.69444444444444,0.09569377990430622,0.06060606060606061,0.5151515151515151
3763,2006_03_JAX_IND,JAX,B.Leftwich,0.1772962645879454,191.0,189.0,53.0,106.0,-1.0,1.0,16.0,2.0,29.0,1.0,29.0,-0.2248977900146895,IND,JAX,2006,23,True,4.0,57.974137931034484,0.5,0.034482758620689655,0.7931034482758621
3764,2006_03_NYG_SEA,NYG,E.Manning,0.0451264383154925,73.0,403.0,90.0,264.0,-11.0,3.0,24.0,3.0,38.0,1.0,37.0,-0.03009054596857857,SEA,NYG,2006,25,True,8.692307692307692,92.32456140350878,0.3409090909090909,0.02702702702702703,0.6578947368421053
3765,2006_03_NYG_SEA,SEA,M.Hasselbeck,-0.13053402382732793,106.0,300.0,52.0,227.0,0.0,6.0,24.0,3.0,33.0,0.0,33.0,0.24396277228581936,SEA,NYG,2006,25,True,8.636363636363637,123.29545454545456,0.2290748898678414,0.0,0.7575757575757576
3766,2006_03_NYJ_BUF,BUF,J.Losman,0.21942726459163445,169.0,401.0,124.0,306.0,-22.0,2.0,22.0,1.0,41.0,3.0,41.0,-0.23202207735531627,BUF,NYJ,2006,24,False,9.5,93.64837398373984,0.40522875816993464,0.07317073170731707,0.5853658536585366
3767,2006_03_NYJ_BUF,NYJ,C.Pennington,0.04798136048217802,74.0,153.0,89.0,182.0,-1.0,1.0,19.0,0.0,30.0,1.0,30.0,0.10306009394989832,BUF,NYJ,2006,25,False,5.612903225806452,87.22222222222221,0.489010989010989,0.03333333333333333,0.8333333333333334
3768,2006_03_PHI_SF,PHI,D.McNabb,0.37552301703706487,150.0,231.0,185.0,266.0,-30.0,2.0,18.0,0.0,36.0,3.0,36.0,0.28751333123007566,SF,PHI,2006,25,False,7.717948717948718,89.00462962962963,0.6954887218045113,0.08333333333333333,0.6944444444444444
3769,2006_03_PHI_SF,SF,A.Smith,-0.24653365768193072,123.0,412.0,110.0,269.0,-24.0,1.0,27.0,0.0,49.0,3.0,48.0,0.011478159025911048,SF,PHI,2006,34,False,8.76923076923077,89.83843537414967,0.40892193308550184,0.0625,0.6938775510204082
3770,2006_03_STL_ARI,ARI,K.Warner,-0.07685473198840301,101.0,241.0,165.0,246.0,-10.0,1.0,19.0,3.0,29.0,1.0,29.0,-0.014814950432427646,ARI,LA,2006,22,False,4.533333333333333,59.69827586206896,0.6707317073170732,0.034482758620689655,0.7586206896551724
3771,2006_03_STL_ARI,LA,M.Bulger,-0.3637149545810379,63.0,249.0,147.0,301.0,-8.0,1.0,21.0,0.0,32.0,1.0,32.0,0.4369724358719094,ARI,LA,2006,27,False,8.393939393939394,99.609375,0.4883720930232558,0.03125,0.84375
3772,2006_03_TEN_MIA,MIA,D.Culpepper,-0.02586209983167983,159.0,243.0,88.0,130.0,-38.0,0.0,17.0,0.0,31.0,5.0,31.0,-0.06673328493537117,MIA,TEN,2006,21,True,7.805555555555555,80.44354838709677,0.676923076923077,0.16129032258064516,0.6774193548387096
3773,2006_03_TEN_MIA,TEN,K.Collins,-0.24296424501385028,62.0,381.0,88.0,254.0,-15.0,1.0,19.0,2.0,35.0,2.0,35.0,0.028511377239585654,MIA,TEN,2006,22,True,8.81081081081081,78.39285714285714,0.3464566929133858,0.05714285714285714,0.6285714285714286
3774,2006_03_WAS_HOU,HOU,D.Carr,-0.20587476208502153,61.0,212.0,110.0,200.0,-8.0,2.0,19.0,1.0,30.0,1.0,30.0,0.05224895500286968,HOU,WAS,2006,17,False,6.935483870967742,92.63888888888889,0.55,0.03333333333333333,0.5666666666666667
3775,2006_03_WAS_HOU,WAS,M.Brunell,0.17392326703596117,234.0,51.0,214.0,261.0,0.0,1.0,24.0,0.0,27.0,0.0,27.0,0.6435968559767956,HOU,WAS,2006,13,False,2.6296296296296298,96.37345679012344,0.8199233716475096,0.0,0.48148148148148145
3776,2006_04_ARI_ATL,ARI,K.Warner,-0.5000072584357378,31.0,152.0,35.0,111.0,-17.0,1.0,11.0,1.0,23.0,3.0,23.0,-0.49666477160265077,ATL,ARI,2006,14,True,5.538461538461538,65.85144927536231,0.3153153153153153,0.13043478260869565,0.6086956521739131
3777,2006_04_ARI_ATL,ATL,M.Vick,0.12675677213555908,262.0,186.0,49.0,143.0,-10.0,1.0,13.0,1.0,24.0,2.0,24.0,-0.6412450926167361,ATL,ARI,2006,19,True,6.576923076923077,76.04166666666666,0.34265734265734266,0.08333333333333333,0.7916666666666666
3778,2006_04_CLE_OAK,CLE,C.Frye,-0.2579967016480398,104.0,299.0,79.0,179.0,-13.0,3.0,22.0,2.0,34.0,2.0,34.0,0.1405260963886704,LV,CLE,2006,23,False,7.833333333333333,97.54901960784315,0.441340782122905,0.058823529411764705,0.6764705882352942
